Time, hxTrue x, hxTrue y, hxDr x, hxDr y, hxEst x, hxEst y
48.899826, -9.881228, 11.171162, -2.456891, 0.764761, 11.279882, 12.244180
48.999825, -9.892444, 11.071793, -2.346711, 0.733390, 11.348993, 12.345082
49.099823, -9.902665, 10.972317, -2.241990, 0.704648, 11.411141, 12.438743
49.199821, -9.911891, 10.872744, -2.143586, 0.678999, 11.466874, 12.527458
49.299820, -9.920121, 10.773083, -2.023700, 0.648597, 11.531590, 12.635630
49.399818, -9.927354, 10.673345, -1.933881, 0.626855, 11.580818, 12.721703
49.499817, -9.933589, 10.573539, -1.833169, 0.603032, 11.633616, 12.816946
49.599815, -9.938826, 10.473676, -1.730183, 0.580441, 11.684030, 12.914964
49.699814, -9.943064, 10.373766, -1.626293, 0.559399, 11.732219, 13.015806
49.799812, -9.946302, 10.273818, -1.523964, 0.540067, 11.779802, 13.119711
49.899811, -9.948542, 10.173843, -1.425077, 0.522765, 11.822009, 13.220527
49.999809, -9.949780, 10.073851, -1.315914, 0.504824, 11.867837, 13.335059
50.099808, -9.950020, 9.973851, -1.213916, 0.489301, 11.905632, 13.436419
